CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3576,100220136202200013,202200013,2022-05-04,820,136,1,2,13,69,6,88,2022-04-30 13:04:40,2022-04-30 20:30:40,2022-04-30 21:18:40,12.343893,76.655271,The police raided a field and destroyed raw materials used by the accused to brew illicit alcohol. The offense occurred near a general/public place around 13:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed Seizure Photograph at the scene.
3577,100170114202500005,202500005,2025-08-07,37,114,1,2,11,61,2,21,2025-08-04 18:39:10,2025-08-04 23:29:10,2025-08-05 01:27:10,17.302727,76.84607,The incident was reported from a residential at 18:00 hours on Monday. The suspects locked their elderly grandmother in the backyard shed and ignored her health requirements. A single individual executed the crime.
3578,100090063202200006,202200006,2022-09-14,2672,63,1,2,3,22,5,103,2022-09-05 12:40:20,2022-09-05 16:33:20,2022-09-05 22:23:20,13.331246,75.752554,The accused constantly followed the victim in his vehicle and tried to block her path. The event transpired at a general/public place around 12:00 hours on Monday. Investigators recovered Call Detail Record from the location.
3579,300210135202400002,202400002,2024-10-20,1650,135,2,2,10,55,5,72,2024-10-17 18:06:11,2024-10-18 00:14:11,2024-10-18 03:33:11,12.494535,76.915497,The offending car rammed into a roadside tea stall during the night and drove off without helping the injured. Evidence seized during the initial probe includes Mechanical Inspection Report. The incident took place in a transit-bus-stop at 18:00 hours on Thursday.
3580,100300190202300007,202300007,2023-09-06,2434,190,1,2,13,67,2,17,2023-09-03 16:57:12,2023-09-03 18:21:12,2023-09-03 21:03:12,16.806439,77.101838,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The suspects were intercepted transporting bulk quantities of cheap liquor from the neighboring state. The offense occurred near a general/public place around 16:00 hours on Sunday. Investigation indicates the involvement of a single perpetrator."
3581,100150095202400012,202400012,2024-03-08,245,95,1,1,9,51,6,76,2024-03-07 14:27:01,2024-03-07 15:58:01,2024-03-07 17:57:01,13.003096,76.121318,"The suspect acted as a local courier, transporting illegal funding and secure communication devices to active members of an outlawed group. The incident was reported from a general/public place at 14:00 hours on Thursday. A gang of 3 co-accused was implicated in this incident. Forensic search and examination revealed Digital Communication Record, Seized Document and Surveillance Report at the scene."
3582,100310191202600009,202600009,2026-06-22,126,191,1,2,1,4,1,70,2026-06-15 00:58:31,2026-06-15 05:07:31,2026-06-15 06:04:31,15.228227,76.38062,"The event transpired at a general/public place around 00:00 hours on Monday. The accused beat the victim with iron pipes over a financial dispute, causing multiple bone fractures in the limbs. Key evidence collected includes Fingerprint Lift. The crime was committed by a group of 2 co-offenders."
3583,100260162202400002,202400002,2024-05-10,2696,162,1,2,3,17,2,83,2024-05-07 22:44:37,2024-05-08 04:40:37,2024-05-10 05:07:37,13.291076,77.079839,"A group of 2 individuals was involved in the offense. The suspect forced himself upon the victim at her workplace and threatened her with termination if she spoke. The incident took place in a general/public place at 22:00 hours on Tuesday. Investigators recovered CCTV Footage, Clothing Sample and DNA Swab from the location."
3584,100070050202200006,202200006,2022-12-12,36,50,1,2,4,24,6,134,2022-12-11 08:04:48,2022-12-11 11:37:48,2022-12-11 23:17:48,11.943694,76.970023,The suspect forced the minor child to perform heavy domestic chores and denied them food. The offense occurred near a residential around 08:00 hours on Sunday.
3585,100260165202400002,202400002,2024-08-09,106,165,1,2,5,29,2,36,2024-08-06 09:15:54,2024-08-06 15:47:54,2024-08-06 16:08:54,13.384279,77.112796,"Police later collected CCTV Footage, Seized Weapon/Object and Video Recording as part of the case file. Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. The incident was reported from a general/public place at 09:00 hours on Tuesday. A gang of 2 co-accused was implicated in this incident."
3586,100170112202600004,202600004,2026-11-20,1359,112,1,2,4,25,1,17,2026-11-19 10:59:26,2026-11-19 17:53:26,2026-11-20 13:39:26,17.330633,76.844695,The suspect made inappropriate physical contact with the minor victim when they were left alone. The event transpired at a general/public place around 10:00 hours on Thursday. The crime was committed by a single offender. Forensic search and examination revealed CCTV Footage and Medical Examination Report at the scene.
3587,100040028202600002,202600002,2026-07-01,2040,28,1,2,10,58,1,122,2026-06-27 13:00:39,2026-06-27 16:56:39,2026-06-27 20:01:39,13.205377,77.536424,"The incident took place in a transit-bus-stop at 13:00 hours on Saturday. The accused rode a motorcycle without a helmet and triple-carried passengers, violating traffic laws. Key evidence collected includes CCTV Footage."
3588,100070047202600007,202600007,2026-03-15,2679,47,1,2,12,62,2,63,2026-03-10 15:22:38,2026-03-10 21:09:38,2026-03-11 03:34:38,11.967388,76.990471,The accused made false statements to the local media accusing the complainant of corruption. The offense occurred near a general/public place around 15:00 hours on Tuesday. Investigators recovered Scene Photograph and Witness Statement Record from the location.
3589,300310195202500002,202500002,2025-09-07,2044,195,2,2,14,71,2,23,2025-09-03 13:48:33,2025-09-03 20:28:33,2025-09-04 14:22:33,15.230851,76.421361,"The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. Evidence seized during the initial probe includes Call Detail Record, Rescue Report, Scene Photograph and Travel Document. The incident was reported from a border-transit at 13:00 hours on Wednesday."
3590,800210130202500001,202500001,2025-05-25,2050,130,4,1,3,20,3,92,2025-05-18 21:26:51,2025-05-19 01:38:51,2025-05-21 18:32:51,12.549014,76.896055,Police later collected DNA Swab as part of the case file. The victim was subjected to continuous verbal abuse and denied basic expenses by her husband. The event transpired at a residential around 21:00 hours on Sunday. The crime was committed by a group of 3 co-offenders.
3591,100220142202500010,202500010,2025-02-23,1380,142,1,2,2,11,6,27,2025-02-17 11:14:51,2025-02-17 18:44:51,2025-02-17 20:51:51,12.292113,76.664875,"The suspects blocked a commercial truck on the highway, assaulted the driver, and hijacked the cargo. The incident took place in a highway at 11:00 hours on Monday."
3592,100100066202300004,202300004,2023-12-14,2913,66,1,1,11,59,2,9,2023-12-06 09:38:19,2023-12-06 10:46:19,2023-12-06 12:43:19,14.24301,76.41312,The offense occurred near a residential around 09:00 hours on Wednesday. The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. Key evidence collected includes Bank Statement. The offense was carried out by 2 suspects acting together.
3593,100030018202300006,202300006,2023-08-24,587,18,1,2,1,2,2,103,2023-08-18 21:06:26,2023-08-18 23:47:26,2023-08-19 01:09:26,15.872657,74.520566,"A single individual executed the crime. The accused physically assaulted the victim with wooden bats during a street fight, causing severe head injuries before escaping. The incident was reported from a general/public place at 21:00 hours on Friday. Investigators recovered CCTV Footage, Fingerprint Lift, Medical Examination Report, Post-Mortem Report and Weapon Recovery from the location."
3594,100050039202600010,202600010,2026-02-16,92,39,1,2,12,64,1,36,2026-02-13 14:53:20,2026-02-13 19:31:20,2026-02-13 23:30:20,12.984909,77.636393,"The accused entered the complainant's office premises and created a ruckus, refusing to leave. Evidence seized during the initial probe includes Seized Property List and Witness Statement Record. The event transpired at a general/public place around 14:00 hours on Friday."
3595,100130085202400011,202400011,2024-10-19,1218,85,1,2,5,33,2,60,2024-10-14 10:52:29,2024-10-14 14:22:29,2024-10-14 16:28:29,15.485105,75.036636,"Police later collected Seized Weapon/Object as part of the case file. Provocative social media posts led to physical clashes between two groups, damaging local houses. The incident took place in a general/public place at 10:00 hours on Monday. A group of 4 individuals was involved in the offense."
3596,100030021202300004,202300004,2023-11-03,2664,21,1,2,11,61,2,21,2023-10-28 14:12:21,2023-10-28 15:48:21,2023-10-28 17:10:21,15.800423,74.481496,"The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The offense occurred near a residential around 14:00 hours on Saturday. The offense was carried out by 2 suspects acting together. Forensic search and examination revealed Bank Statement at the scene."
3597,100160105202500004,202500004,2025-10-11,96,105,1,2,11,61,2,121,2025-10-05 17:29:40,2025-10-05 18:41:40,2025-10-05 22:29:40,14.748921,75.372405,"The incident was reported from a residential at 17:00 hours on Sunday. The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. Key evidence collected includes Bank Statement, Medical Examination Report and Witness Statement Record. A gang of 2 co-accused was implicated in this incident."
3598,100020015202500001,202500001,2025-12-18,895,15,1,1,4,28,3,105,2025-12-12 13:03:28,2025-12-12 18:07:28,2025-12-12 20:18:28,15.092882,76.899992,"The crime was committed by a single offender. The factory owner employed minors for chemical processing, violating child safety laws. The event transpired at a general/public place around 13:00 hours on Friday."
3599,100090059202300002,202300002,2023-05-13,3016,59,1,2,7,45,6,105,2023-05-12 15:00:25,2023-05-12 21:33:25,2023-05-12 21:44:25,13.335854,75.722711,The accused created a fake account of the victim and posted offensive material to ruin their reputation. Evidence seized during the initial probe includes Server Log. The incident took place in a cyber-agnostic at 15:00 hours on Friday.
3600,100010001202400008,202400008,2024-11-22,1778,1,1,1,6,37,3,65,2024-11-19 09:46:47,2024-11-19 11:21:47,2024-11-19 15:54:47,16.223299,75.688385,The suspects ran a hidden printing press to manufacture counterfeit currency notes. The offense occurred near a market around 09:00 hours on Tuesday. The offense was carried out by 4 suspects acting together.
3601,100050032202600005,202600005,2026-08-02,2822,32,1,2,7,42,1,72,2026-07-28 17:05:31,2026-07-28 23:03:31,2026-07-29 02:31:31,12.970808,77.625031,The accused installed keylogger software on cyber cafe computers to steal user credentials. The incident was reported from a cyber-agnostic at 17:00 hours on Tuesday. A gang of 4 co-accused was implicated in this incident. Forensic search and examination revealed IP Access Log at the scene.
3602,100160103202300003,202300003,2023-02-21,1930,103,1,2,10,57,6,9,2023-02-20 02:00:16,2023-02-20 04:30:16,2023-02-20 18:58:16,14.776977,75.392383,"The event transpired at a market around 02:00 hours on Monday. The offender observed the victim leaving the motorcycle unattended outside the gate, before unlocking it with a duplicate master key and escaping. Key evidence collected includes Breath Analyzer Report and CCTV Footage. The crime was committed by a single offender."
